,cat,file,text_sentence_count,text_word_count,summary_sentence_count,summary_word_count,model,rouge_1_p,rouge_1_r,rouge_2_p,rouge_2_r,rouge_L_p,rouge_L_r
280,sport,../dataset/NewsArticles/sport/342.txt,19,342,9,171,cbow,0.8947368421052632,0.9357798165137615,0.821656050955414,0.8716216216216216,0.8947368421052632,0.9357798165137615
281,sport,../dataset/NewsArticles/sport/424.txt,17,280,8,172,cbow,0.5596330275229358,0.6931818181818182,0.496551724137931,0.6050420168067226,0.5596330275229358,0.6931818181818182
282,sport,../dataset/NewsArticles/sport/395.txt,27,677,11,283,cbow,0.6815642458100558,0.7530864197530864,0.6145038167938931,0.679324894514768,0.6759776536312849,0.7469135802469136
283,sport,../dataset/NewsArticles/sport/381.txt,10,245,5,123,cbow,0.6133333333333333,0.7796610169491526,0.514018691588785,0.7142857142857143,0.6133333333333333,0.7796610169491526
284,sport,../dataset/NewsArticles/sport/168.txt,16,256,8,149,cbow,0.7171717171717171,0.8658536585365854,0.6397058823529411,0.8285714285714286,0.7171717171717171,0.8658536585365854
285,sport,../dataset/NewsArticles/sport/154.txt,18,310,9,179,cbow,0.7241379310344828,0.9333333333333333,0.6488095238095238,0.8582677165354331,0.7241379310344828,0.9333333333333333
286,sport,../dataset/NewsArticles/sport/140.txt,24,395,11,202,cbow,0.890625,0.9421487603305785,0.8216216216216217,0.8837209302325582,0.890625,0.9421487603305785
287,sport,../dataset/NewsArticles/sport/197.txt,17,333,8,178,cbow,0.7457627118644068,0.8301886792452831,0.6329113924050633,0.7407407407407407,0.7457627118644068,0.8301886792452831
288,sport,../dataset/NewsArticles/sport/183.txt,15,309,7,167,cbow,0.7454545454545455,0.8913043478260869,0.6923076923076923,0.8244274809160306,0.7454545454545455,0.8913043478260869
289,sport,../dataset/NewsArticles/sport/008.txt,9,238,5,149,cbow,0.6990291262135923,0.8,0.6142857142857143,0.7226890756302521,0.6990291262135923,0.8
290,sport,../dataset/NewsArticles/sport/020.txt,12,232,7,149,cbow,0.7346938775510204,0.9863013698630136,0.6397058823529411,0.9560439560439561,0.7346938775510204,0.9863013698630136
291,sport,../dataset/NewsArticles/sport/034.txt,47,966,20,434,cbow,0.7523364485981309,0.7931034482758621,0.6426735218508998,0.7267441860465116,0.7523364485981309,0.7931034482758621
292,sport,../dataset/NewsArticles/sport/222.txt,22,407,10,208,cbow,0.6060606060606061,0.8695652173913043,0.5263157894736842,0.7751937984496124,0.6060606060606061,0.8695652173913043
293,sport,../dataset/NewsArticles/sport/236.txt,17,326,8,184,cbow,0.6106194690265486,0.7040816326530612,0.515527950310559,0.6194029850746269,0.6106194690265486,0.7040816326530612
294,sport,../dataset/NewsArticles/sport/232.txt,24,457,11,181,cbow,0.7927927927927928,0.9166666666666666,0.7439024390243902,0.8714285714285714,0.7927927927927928,0.9166666666666666
295,sport,../dataset/NewsArticles/sport/226.txt,11,246,6,133,cbow,0.7195121951219512,0.8309859154929577,0.5702479338842975,0.7419354838709677,0.7195121951219512,0.8309859154929577
296,sport,../dataset/NewsArticles/sport/018.txt,11,258,11,258,cbow,0.5476190476190477,0.989247311827957,0.47639484978540775,0.9568965517241379,0.5476190476190477,0.989247311827957
297,sport,../dataset/NewsArticles/sport/030.txt,28,758,13,399,cbow,0.6936170212765957,0.7477064220183486,0.5988857938718662,0.6825396825396826,0.6936170212765957,0.7477064220183486
298,sport,../dataset/NewsArticles/sport/024.txt,7,171,4,101,cbow,0.7831325301204819,0.9848484848484849,0.7578947368421053,0.9863013698630136,0.7831325301204819,0.9848484848484849
299,sport,../dataset/NewsArticles/sport/187.txt,11,202,6,131,cbow,0.7204301075268817,0.9054054054054054,0.6422764227642277,0.8681318681318682,0.7204301075268817,0.9054054054054054
300,sport,../dataset/NewsArticles/sport/193.txt,14,243,7,161,cbow,0.8113207547169812,0.9885057471264368,0.7333333333333333,0.9482758620689655,0.8113207547169812,0.9885057471264368
301,sport,../dataset/NewsArticles/sport/178.txt,14,252,7,166,cbow,0.6982758620689655,0.9101123595505618,0.6233766233766234,0.8421052631578947,0.6982758620689655,0.9101123595505618
302,sport,../dataset/NewsArticles/sport/144.txt,11,229,6,140,cbow,0.5445544554455446,0.6875,0.5037593984962406,0.5929203539823009,0.5445544554455446,0.6875
303,sport,../dataset/NewsArticles/sport/150.txt,17,328,8,189,cbow,0.5873015873015873,0.7326732673267327,0.4742857142857143,0.6240601503759399,0.5873015873015873,0.7326732673267327
304,sport,../dataset/NewsArticles/sport/385.txt,24,516,11,300,cbow,0.7640449438202247,0.8395061728395061,0.7208480565371025,0.7846153846153846,0.7584269662921348,0.8333333333333334
305,sport,../dataset/NewsArticles/sport/391.txt,24,561,11,278,cbow,0.7142857142857143,0.7453416149068323,0.625,0.6584362139917695,0.7083333333333334,0.7391304347826086
306,sport,../dataset/NewsArticles/sport/408.txt,11,223,6,120,cbow,0.7349397590361446,0.8472222222222222,0.6363636363636364,0.7608695652173914,0.7349397590361446,0.8472222222222222
307,sport,../dataset/NewsArticles/sport/420.txt,14,321,7,156,cbow,0.49514563106796117,0.5543478260869565,0.4084507042253521,0.49572649572649574,0.49514563106796117,0.5543478260869565
308,sport,../dataset/NewsArticles/sport/346.txt,14,217,7,136,cbow,0.6702127659574468,0.8289473684210527,0.628099173553719,0.7755102040816326,0.6702127659574468,0.8289473684210527
309,sport,../dataset/NewsArticles/sport/352.txt,13,319,7,198,cbow,0.7666666666666667,0.8679245283018868,0.6740331491712708,0.8299319727891157,0.7583333333333333,0.8584905660377359
310,sport,../dataset/NewsArticles/sport/434.txt,12,198,6,134,cbow,0.6477272727272727,0.9193548387096774,0.5983606557377049,0.8795180722891566,0.6477272727272727,0.9193548387096774
311,sport,../dataset/NewsArticles/sport/353.txt,12,261,6,153,cbow,0.6752136752136753,0.8977272727272727,0.5972222222222222,0.8113207547169812,0.6752136752136753,0.8977272727272727
312,sport,../dataset/NewsArticles/sport/435.txt,18,310,9,169,cbow,0.5603448275862069,0.7558139534883721,0.46710526315789475,0.7029702970297029,0.5603448275862069,0.7558139534883721
313,sport,../dataset/NewsArticles/sport/421.txt,14,351,7,191,cbow,0.7678571428571429,0.9148936170212766,0.7109826589595376,0.8785714285714286,0.7678571428571429,0.9148936170212766
